id,name,repeat+AF8-id,batch+AF8-size,learning+AF8-rate,env+AF8-name,epsilon+AF8-decay,debug,is+AF8-curiosity,episode,e+AF8-score,e+AF8-score+AF8-min,e+AF8-score+AF8-max,score+AF8-avg,score+AF8-best,loss,,,,,,,,,,,,,,,,,,
476,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-476,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,23,1,1,17.32,35,1.59703507630721,,,,,,,,,,,,,,,,,,
478,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-478,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,43,1,1,17.48,43,2.51775691675585,,,,,,,,,,,,,,,,,,
479,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-479,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,9,1,1,16.8,43,1.519199166033,,,,,,,,,,,,,,,,,,
372,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-38+AF8-372,38,64,0.01,CartPole+AC0-v0,0.001,False,False,50,36,1,1,26.88,106,2.76342180536853,,,,,,,,,,,,,,,,,,
376,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-38+AF8-376,38,64,0.01,CartPole+AC0-v0,0.001,False,False,50,10,1,1,22.16,120,2.13379017114639,,,,,,,,,,,,,,,,,,
460,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-460,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,10,1,1,15.56,37,2.68712022304535,,,,,,,,,,,,,,,,,,
477,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-477,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,13,1,1,18,64,1.40794781079659,,,,,,,,,,,,,,,,,,
343,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-35+AF8-343,35,32,0.01,CartPole+AC0-v0,0.01,False,False,50,37,1,1,28.5,126,2.50670975043967,,,,,,,,,,,,,,,,,,
419,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-42+AF8-419,42,64,0.1,CartPole+AC0-v0,0.0001,False,False,50,18,1,1,22.74,51,2.98291282190217,,,,,,,,,,,,,,,,,,
527,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-53+AF8-527,53,124,0.01,CartPole+AC0-v0,0.01,False,False,50,51,1,1,22.16,70,2.14212979989893,,,,,,,,,,,,,,,,,,
459,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-459,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,12,1,1,16.36,44,3.37221117814382,,,,,,,,,,,,,,,,,,
374,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-38+AF8-374,38,64,0.01,CartPole+AC0-v0,0.001,False,False,50,33,1,1,20.64,70,2.71280613090053,,,,,,,,,,,,,,,,,,
458,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-458,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,44,1,1,17.34,51,2.52055091478608,,,,,,,,,,,,,,,,,,
378,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-38+AF8-378,38,64,0.01,CartPole+AC0-v0,0.001,False,False,50,52,1,1,22.44,75,2.05432494672445,,,,,,,,,,,,,,,,,,
451,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-451,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,15,1,1,17.28,46,2.77759715716044,,,,,,,,,,,,,,,,,,
455,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-455,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,10,1,1,17.78,67,3.1230902671814,,,,,,,,,,,,,,,,,,
282,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-29+AF8-282,29,32,0.01,CartPole+AC0-v0,0.001,False,False,50,125,1,1,79.02,200,3.44921801137924,,,,,,,,,,,,,,,,,,
456,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-456,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,12,1,1,17.88,38,3.58224765459696,,,,,,,,,,,,,,,,,,
526,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-53+AF8-526,53,124,0.01,CartPole+AC0-v0,0.01,False,False,50,11,1,1,13.38,66,2.96732943708246,,,,,,,,,,,,,,,,,,
373,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-38+AF8-373,38,64,0.01,CartPole+AC0-v0,0.001,False,False,50,31,1,1,23.96,64,2.49886659076137,,,,,,,,,,,,,,,,,,
524,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-53+AF8-524,53,124,0.01,CartPole+AC0-v0,0.01,False,False,50,17,1,1,18.46,70,2.30077881672803,,,,,,,,,,,,,,,,,,
487,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-487,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,34,1,1,19.42,55,2.66985535621643,,,,,,,,,,,,,,,,,,
457,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-457,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,11,1,1,18.66,72,2.96240676533092,,,,,,,,,,,,,,,,,,
452,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-46+AF8-452,46,124,0.001,CartPole+AC0-v0,0.001,False,False,50,9,1,1,19.54,115,4.10982810126411,,,,,,,,,,,,,,,,,,
483,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-483,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,10,1,1,20.6,47,3.80579075813293,,,,,,,,,,,,,,,,,,
462,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-462,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,8,1,1,18.26,76,2.71682047843933,,,,,,,,,,,,,,,,,,
467,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-467,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,46,1,1,18.42,51,1.51390441474707,,,,,,,,,,,,,,,,,,
533,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-533,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,91,1,1,16.42,91,2.22421959599296,,,,,,,,,,,,,,,,,,
521,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-53+AF8-521,53,124,0.01,CartPole+AC0-v0,0.01,False,False,50,23,1,1,19.58,121,1.71983053891555,,,,,,,,,,,,,,,,,,
475,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-475,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,45,1,1,23.1,51,1.87299714750714,,,,,,,,,,,,,,,,,,
490,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-490,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,25,1,1,21.58,64,2.82007697105408,,,,,,,,,,,,,,,,,,
466,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-466,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,31,1,1,19.34,54,2.39892547361312,,,,,,,,,,,,,,,,,,
488,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-488,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,24,1,1,21.26,51,2.84967778374751,,,,,,,,,,,,,,,,,,
463,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-463,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,11,1,1,18.28,54,2.28420423377644,,,,,,,,,,,,,,,,,,
469,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-469,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,10,1,1,16.98,42,2.44281558990478,,,,,,,,,,,,,,,,,,
498,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-498,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,14,1,1,20.34,51,2.65448692015239,,,,,,,,,,,,,,,,,,
482,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-482,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,24,1,1,21.46,50,3.13524218897025,,,,,,,,,,,,,,,,,,
461,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-461,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,10,1,1,19,53,2.30265622138977,,,,,,,,,,,,,,,,,,
501,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-501,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,15,1,1,22.94,49,4.41433804829915,,,,,,,,,,,,,,,,,,
534,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-534,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,85,1,1,18.2,85,4.08156278694377,,,,,,,,,,,,,,,,,,
381,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-39+AF8-381,39,64,0.1,CartPole+AC0-v0,0.001,False,False,50,11,1,1,25.98,60,6.75541615486145,,,,,,,,,,,,,,,,,,
484,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-484,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,28,1,1,24.16,62,3.145134133952,,,,,,,,,,,,,,,,,,
489,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-489,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,13,1,1,22.72,58,2.9308791068884,,,,,,,,,,,,,,,,,,
497,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-497,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,15,1,1,22.18,66,2.54983801841736,,,,,,,,,,,,,,,,,,
504,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-504,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,27,1,1,21.24,60,9.35126808837608,,,,,,,,,,,,,,,,,,
500,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-500,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,19,1,1,21.4,57,2.40695940193377,,,,,,,,,,,,,,,,,,
481,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-481,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,37,1,1,24.74,68,2.93490888943543,,,,,,,,,,,,,,,,,,
491,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-491,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,13,1,1,21.48,79,1.81850525049063,,,,,,,,,,,,,,,,,,
492,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-492,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,10,1,1,22.04,53,2.95315235853195,,,,,,,,,,,,,,,,,,
502,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-502,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,18,1,1,23.36,74,3.64608891805013,,,,,,,,,,,,,,,,,,
503,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-503,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,10,1,1,23.94,79,3.58414688110352,,,,,,,,,,,,,,,,,,
382,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-39+AF8-382,39,64,0.1,CartPole+AC0-v0,0.001,False,False,50,77,1,1,35.52,122,4.26793978585825,,,,,,,,,,,,,,,,,,
499,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-499,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,16,1,1,21.76,60,2.13836558163166,,,,,,,,,,,,,,,,,,
525,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-53+AF8-525,53,124,0.01,CartPole+AC0-v0,0.01,False,False,50,13,1,1,21.94,107,3.58390521086179,,,,,,,,,,,,,,,,,,
496,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-496,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,13,1,1,23.04,57,1.7817555299172,,,,,,,,,,,,,,,,,,
485,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-485,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,15,1,1,24.36,62,2.79903621673584,,,,,,,,,,,,,,,,,,
495,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-495,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,18,1,1,23.48,52,3.61206942134433,,,,,,,,,,,,,,,,,,
508,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-508,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,39,1,1,23.48,74,2.33513832703615,,,,,,,,,,,,,,,,,,
493,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-50+AF8-493,50,124,0.01,CartPole+AC0-v0,0.0001,False,False,50,36,1,1,26.26,68,2.04339855743779,,,,,,,,,,,,,,,,,,
510,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-510,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,39,1,1,22.66,67,2.51727081262148,,,,,,,,,,,,,,,,,,
509,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-509,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,15,1,1,22.5,82,3.50859220027924,,,,,,,,,,,,,,,,,,
486,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-49+AF8-486,49,124,0.001,CartPole+AC0-v0,0.0001,False,False,50,17,1,1,27.26,63,3.7365462920245,,,,,,,,,,,,,,,,,,
538,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-538,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,22,1,1,20.82,56,2.74876543608579,,,,,,,,,,,,,,,,,,
506,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-506,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,137,1,1,25.62,137,12.0193042267848,,,,,,,,,,,,,,,,,,
471,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-471,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,28,1,1,23.08,74,2.78015127352306,,,,,,,,,,,,,,,,,,
465,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-465,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,95,1,1,30.98,141,3.52299397242697,,,,,,,,,,,,,,,,,,
535,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-535,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,16,1,1,21.52,71,3.62194935977459,,,,,,,,,,,,,,,,,,
537,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-537,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,53,1,1,21.58,79,4.2951977028037,,,,,,,,,,,,,,,,,,
380,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-38+AF8-380,38,64,0.01,CartPole+AC0-v0,0.001,False,False,50,126,1,1,54.34,134,2.49450814865884,,,,,,,,,,,,,,,,,,
505,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-505,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,25,1,1,27.02,68,2.65922266960144,,,,,,,,,,,,,,,,,,
480,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-480,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,102,1,1,39.68,142,3.27577338031694,,,,,,,,,,,,,,,,,,
507,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-51+AF8-507,51,124,0.1,CartPole+AC0-v0,0.0001,False,False,50,12,1,1,22.16,68,2.72451413671176,,,,,,,,,,,,,,,,,,
539,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-539,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,79,1,1,21.68,81,3.41753400730181,,,,,,,,,,,,,,,,,,
474,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-474,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,14,1,1,30.32,124,3.72650187356131,,,,,,,,,,,,,,,,,,
468,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-468,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,64,1,1,39.86,127,3.24773658253252,,,,,,,,,,,,,,,,,,
464,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-464,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,60,1,1,35.7,187,2.3730985045433,,,,,,,,,,,,,,,,,,
532,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-532,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,33,1,1,22.4,123,3.83451946576436,,,,,,,,,,,,,,,,,,
531,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-531,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,21,1,1,24.04,133,2.83520806403387,,,,,,,,,,,,,,,,,,
472,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-472,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,200,1,1,31.32,200,3.9803309738636,,,,,,,,,,,,,,,,,,
536,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-536,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,11,1,1,30.08,95,2.97380063750527,,,,,,,,,,,,,,,,,,
473,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-48+AF8-473,48,124,0.1,CartPole+AC0-v0,0.001,False,False,50,70,1,1,40.8,119,3.1322572350502,,,,,,,,,,,,,,,,,,
444,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-45+AF8-444,45,64,0.1,CartPole+AC0-v0,0.01,False,False,50,11,1,1,85.22,200,4.18816289034757,,,,,,,,,,,,,,,,,,
540,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-54+AF8-540,54,124,0.1,CartPole+AC0-v0,0.01,False,False,50,34,1,1,31.14,200,3.03948406261556,,,,,,,,,,,,,,,,,,
470,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-47+AF8-470,47,124,0.01,CartPole+AC0-v0,0.001,False,False,50,161,1,1,69.64,200,2.63311439900665,,,,,,,,,,,,,,,,,,
541,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-541,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,10,1,1,11.78,49,1.10676293969154,,,,,,,,,,,,,,,,,,
542,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-542,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,9,1,1,12.4866666666667,63,2.88210305902693,,,,,,,,,,,,,,,,,,
546,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-546,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,10,1,1,12.6733333333333,63,2.81917114257812,,,,,,,,,,,,,,,,,,
601,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-601,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,9,1,1,9.76666666666667,34,0.717237919569016,,,,,,,,,,,,,,,,,,
604,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-604,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,10,1,1,9.84,25,1.21488270163536,,,,,,,,,,,,,,,,,,
603,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-603,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,17,1,1,10.4666666666667,32,1.47874051332474,,,,,,,,,,,,,,,,,,
606,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-606,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,8,1,1,9.71333333333333,24,1.59148789942265,,,,,,,,,,,,,,,,,,
602,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-602,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,12,1,1,10.62,33,3.4859145283699,,,,,,,,,,,,,,,,,,
610,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-610,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,9,1,1,10.14,53,0.83001881175571,,,,,,,,,,,,,,,,,,
607,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-607,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,14,1,1,10.0333333333333,25,2.71375068170684,,,,,,,,,,,,,,,,,,
609,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-609,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,10,1,1,9.83333333333333,52,1.53605216741562,,,,,,,,,,,,,,,,,,
605,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-605,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,11,1,1,12.9333333333333,87,3.59191137010401,,,,,,,,,,,,,,,,,,
608,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-61+AF8-608,61,32,0.001,CartPole+AC0-v0,0.01,False,False,150,23,1,1,12.8466666666667,48,2.38149259919706,,,,,,,,,,,,,,,,,,
545,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-545,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,26,1,1,21.5733333333333,69,2.29729848183118,,,,,,,,,,,,,,,,,,
547,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-547,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,21,1,1,18.44,60,3.14816232522329,,,,,,,,,,,,,,,,,,
622,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-63+AF8-622,63,32,0.1,CartPole+AC0-v0,0.01,False,False,150,13,1,1,14.56,39,9.87347844930796,,,,,,,,,,,,,,,,,,
613,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-62+AF8-613,62,32,0.01,CartPole+AC0-v0,0.01,False,False,150,12,1,1,15,64,2.01145883401235,,,,,,,,,,,,,,,,,,
550,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-550,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,32,1,1,20.3533333333333,169,3.55138271301985,,,,,,,,,,,,,,,,,,
620,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-62+AF8-620,62,32,0.01,CartPole+AC0-v0,0.01,False,False,150,14,1,1,16.72,52,2.75185401950564,,,,,,,,,,,,,,,,,,
549,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-549,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,37,1,1,22.2666666666667,95,3.14134105476173,,,,,,,,,,,,,,,,,,
543,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-543,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,38,1,1,21.6933333333333,101,2.91696802095363,,,,,,,,,,,,,,,,,,
567,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-57+AF8-567,57,32,0.1,CartPole+AC0-v0,0.001,False,False,150,8,1,1,16.8333333333333,58,9.25832459330559,,,,,,,,,,,,,,,,,,
579,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-58+AF8-579,58,32,0.001,CartPole+AC0-v0,0.0001,False,False,150,17,1,1,19.1466666666667,59,2.6626053908292,,,,,,,,,,,,,,,,,,
544,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-55+AF8-544,55,32,0.001,CartPole+AC0-v0,0.001,False,False,150,11,1,1,24.2866666666667,124,4.24084198474884,,,,,,,,,,,,,,,,,,
583,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-59+AF8-583,59,32,0.01,CartPole+AC0-v0,0.0001,False,False,150,22,1,1,20.7733333333333,97,3.75533981756731,,,,,,,,,,,,,,,,,,
592,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-60+AF8-592,60,32,0.1,CartPole+AC0-v0,0.0001,False,False,150,16,1,1,21.1733333333333,90,2.46976225078106,,,,,,,,,,,,,,,,,,
619,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-62+AF8-619,62,32,0.01,CartPole+AC0-v0,0.01,False,False,150,53,1,1,24.9266666666667,114,3.01409766471611,,,,,,,,,,,,,,,,,,
591,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-60+AF8-591,60,32,0.1,CartPole+AC0-v0,0.0001,False,False,150,37,1,1,22.0533333333333,79,2.83073278053387,,,,,,,,,,,,,,,,,,
594,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-60+AF8-594,60,32,0.1,CartPole+AC0-v0,0.0001,False,False,150,11,1,1,22.16,66,3.05973121252927,,,,,,,,,,,,,,,,,,
621,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-63+AF8-621,63,32,0.1,CartPole+AC0-v0,0.01,False,False,150,18,1,1,28.46,115,6.03325749105877,,,,,,,,,,,,,,,,,,
696,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-70+AF8-696,70,64,0.001,CartPole+AC0-v0,0.01,False,False,150,10,1,1,9.79333333333333,25,1.76365078687668,,,,,,,,,,,,,,,,,,
695,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-70+AF8-695,70,64,0.001,CartPole+AC0-v0,0.01,False,False,150,10,1,1,9.90666666666667,35,1.26437827348709,,,,,,,,,,,,,,,,,,
697,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-70+AF8-697,70,64,0.001,CartPole+AC0-v0,0.01,False,False,150,11,1,1,10.2133333333333,34,0.945125135508451,,,,,,,,,,,,,,,,,,
599,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-60+AF8-599,60,32,0.1,CartPole+AC0-v0,0.0001,False,False,150,51,1,1,22.3533333333333,72,2.96926462124376,,,,,,,,,,,,,,,,,,
698,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-70+AF8-698,70,64,0.001,CartPole+AC0-v0,0.01,False,False,150,20,1,1,10.8933333333333,62,2.05070072412491,,,,,,,,,,,,,,,,,,
700,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-70+AF8-700,70,64,0.001,CartPole+AC0-v0,0.01,False,False,150,13,1,1,10.9733333333333,25,5.43350474651043,,,,,,,,,,,,,,,,,,
558,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-56+AF8-558,56,32,0.01,CartPole+AC0-v0,0.001,False,False,150,37,1,1,20.34,200,3.0872923272687,,,,,,,,,,,,,,,,,,
584,apr+AF8-28+AF8-cart+AF8-pole+AF8-grid+AF8-59+AF8-584,59,32,0.01,CartPole+AC0-v0,0.0001,False,False,150,35,1,1,26.9733333333333,74,3.80511741638184,,,,,,,,,,,,,,,,,,
