,dqn_avg_score,dqn_std,ddqn_avg_score,ddqn_std,curious_avg_score,curious_std,curious_ddqn_avg_score,curious_ddqn_std
0,19.0,5.354126134736337,26.666666666666668,10.338708279513883,17.333333333333332,3.0912061651652345,22.0,4.242640687119285
1,17.0,1.4142135623730951,21.0,5.887840577551898,17.333333333333332,4.189935029992178,25.666666666666668,5.734883511361751
2,31.0,9.41629792788369,16.333333333333332,4.027681991198191,17.0,7.118052168020874,26.666666666666668,8.956685895029603
3,17.0,1.632993161855452,18.333333333333332,1.247219128924647,31.333333333333332,12.283683848458853,16.333333333333332,3.39934634239519
4,20.0,3.559026084010437,17.333333333333332,3.0912061651652345,23.666666666666668,9.104333522498443,16.666666666666668,4.642796092394706
5,23.666666666666668,4.189935029992178,13.333333333333334,3.2998316455372216,22.333333333333332,14.613540144521982,18.333333333333332,7.1336448530109
6,26.333333333333332,10.274023338281626,26.0,3.559026084010437,16.0,4.546060565661952,21.333333333333332,14.636332266733431
7,23.0,10.614455552060438,23.333333333333332,4.784233364802441,21.333333333333332,4.027681991198191,26.333333333333332,11.897712198383164
8,15.666666666666666,2.0548046676563256,37.666666666666664,2.494438257849294,23.333333333333332,2.6246692913372702,25.333333333333332,18.517259216441534
9,38.0,36.08323710533743,25.0,7.788880963698615,21.333333333333332,4.714045207910316,25.333333333333332,12.762793146051099
10,20.333333333333332,4.988876515698588,20.333333333333332,6.342099196813483,19.333333333333332,6.128258770283411,28.666666666666668,18.83849486792639
11,29.666666666666668,12.814921857827391,19.666666666666668,10.873004286866728,31.333333333333332,16.81930108205715,14.0,2.160246899469287
12,26.666666666666668,14.817407180595245,21.333333333333332,2.0548046676563256,21.333333333333332,7.408703590297623,17.666666666666668,1.699673171197595
13,20.333333333333332,1.247219128924647,12.333333333333334,1.699673171197595,12.666666666666666,4.4969125210773475,28.333333333333332,11.145502331533658
14,29.333333333333332,12.762793146051099,21.0,6.48074069840786,21.666666666666668,4.189935029992178,15.0,6.377042156569663
15,13.0,4.96655480858378,19.333333333333332,10.402991022884823,12.0,2.160246899469287,14.333333333333334,2.357022603955158
16,17.333333333333332,3.0912061651652345,26.0,18.384776310850235,21.666666666666668,1.699673171197595,13.666666666666666,0.4714045207910317
17,16.666666666666668,4.642796092394706,24.666666666666668,5.90668171555645,18.666666666666668,5.734883511361751,24.333333333333332,6.342099196813483
18,16.0,2.8284271247461903,19.666666666666668,9.568466729604882,27.333333333333332,13.299958228840001,36.666666666666664,11.025223605694151
19,21.333333333333332,4.189935029992178,22.0,4.96655480858378,21.333333333333332,0.9428090415820634,14.666666666666666,1.247219128924647
20,21.333333333333332,3.681787005729087,12.333333333333334,3.681787005729087,25.0,11.343133018115703,16.0,4.320493798938574
21,17.0,4.96655480858378,17.0,6.164414002968976,26.666666666666668,2.3570226039551585,17.666666666666668,4.642796092394706
22,17.666666666666668,9.46337971105226,29.666666666666668,18.06162291219209,18.666666666666668,8.73053390247253,32.333333333333336,14.267289706021797
23,20.0,12.027745701779143,25.333333333333332,12.256517540566824,15.666666666666666,4.642796092394707,14.666666666666666,3.0912061651652345
24,22.0,11.343133018115703,21.0,2.449489742783178,29.666666666666668,17.594190960528863,41.333333333333336,25.090945688745084
25,15.333333333333334,2.6246692913372702,21.666666666666668,10.338708279513881,17.666666666666668,9.568466729604882,35.666666666666664,22.125902367034787
26,17.666666666666668,3.6817870057290873,26.0,13.140268896284683,23.666666666666668,8.379870059984356,20.0,5.715476066494082
